itemID,name,image,rating_score,review_count,location,seller_name,brand_name,price,original_price,item_sold_count,in_stock,itemURL
2206574916,Máy Tính Xách Tay Dell Inspiron 14 3441 3442 3443 A Shell B C D E,https://my-live-02.slatic.net/p/093bf9156c041d9317245ed68bff5e59.jpg,,,China,4aeQ,No Brand,404386,577000,,True,https://www.lazada.vn//www.lazada.vn/products/may-tinh-xach-tay-dell-inspiron-14-3441-3442-3443-a-shell-b-c-d-e-i2206574916.html
2206884506,Lenovo Chromebook 300E Máy Tính Xách Tay MTK A Shell B C D Thế Hệ Thứ 2,https://my-live-02.slatic.net/p/103a4f05df223e69e29f5d87590485e6.jpg,,,China,4aeQ,No Brand,694386,941000,,True,https://www.lazada.vn//www.lazada.vn/products/lenovo-chromebook-300e-may-tinh-xach-tay-mtk-a-shell-b-c-d-the-he-thu-2-i2206884506.html
2541360795,Laptop cũ HP i5-4210M/ Ram 8g/ ssd 256g,https://vn-live-01.slatic.net/p/619b05413fe3b921249651cc317ea7fa.jpg,,,Hồ Chí Minh,Máy tính An Phúc,HP,2950000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-cu-hp-i5-4210m-ram-8g-ssd-256g-i2541360795.html
251075548,laptop dell latitude e6520 i5 15.6 inch  Ram 4GB  HDD 1000GB hàng nhập khẩu mỹ full box zin all bảo hành 12 tháng,https://vn-live-01.slatic.net/original/d812b696f154997e1de27c00697fd01d.jpg,5.0,4,Hà Nội,laptop nhập US-UK,Laptop,1900000,,6 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-dell-latitude-e6520-i5-156-inch-ram-4gb-hdd-1000gb-hang-nhap-khau-my-full-box-zin-all-bao-hanh-12-thang-i251075548.html
2755919479,"Thanh lý Laptop Toshiba Satellite C800, Pentum R, Màn 15 inh, ram 2GB. Giá bán 1 Triệu",https://filebroker-cdn.lazada.vn/kf/Sa6ea010c1b0441e798123ce702fad224F.jpg,,,Tiền Giang,Công ty Vi Tính Đình Văn ,Toshiba,1100000,,,True,https://www.lazada.vn//www.lazada.vn/products/thanh-ly-laptop-toshiba-satellite-c800-pentum-r-man-15-inh-ram-2gb-gia-ban-1-trieu-i2755919479.html
2805119279,🎉 Thanh lý Microsoft Surface Pro 5  - Chỉ 4 triệu đồng 🎉,https://filebroker-cdn.lazada.vn/kf/Sa575dc1a7106487a9544af51ccdacc12O.jpg,,,Thanh Hóa,Mtbstore,Microsoft,3990000,,,True,https://www.lazada.vn//www.lazada.vn/products/thanh-ly-microsoft-surface-pro-5-chi-4-trieu-dong-i2805119279.html
2665341169,Laptop Dell inspiron 3168 8GB SSD màn cảm ứng chip lõi tứ window 10 mỏng nhẹ cực đẹp,https://vn-live-01.slatic.net/p/4b2398a8bd27dacf2bfe32a411c4dcfe.jpg,5.0,2,Hà Nội,BKcomputer999,Dell,2940000,,6 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-dell-inspiron-3168-8gb-ssd-man-cam-ung-chip-loi-tu-window-10-mong-nhe-cuc-dep-i2665341169.html
372826267,Laptop HP Elipbook 450G1 Core i7-4600M 8gb Ram 256gb SSD 15.6inch HD tặng chuột không dây,https://filebroker-cdn.lazada.vn/kf/Sbb88836c59d040f6b79bccfb298fce80j.jpg,1.0,1,Hưng Yên,KHOA DUC COMPUTER,HP,2500000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-hp-elipbook-450g1-core-i7-4600m-8gb-ram-256gb-ssd-156inch-hd-tang-chuot-khong-day-i372826267.html
2206692111,Máy Tính Xách Tay Zenbook UX325 U3700J U3700 A Shell B C D Asus,https://my-live-02.slatic.net/p/33532ba02cc660226e50b46f46467c6d.jpg,,,China,4aeQ,No Brand,495386,692000,,True,https://www.lazada.vn//www.lazada.vn/products/may-tinh-xach-tay-zenbook-ux325-u3700j-u3700-a-shell-b-c-d-asus-i2206692111.html
2877448011,[NHẬP ITL3M0 GIẢM 12%] Laptop HP Pavilion X360 14-ek2017TU - 9Z2V5PA (Core 5 120U/ RAM 16GB/ Onboard/ 512GB SSD) - Bảo hành 12 tháng,https://vn-live-01.slatic.net/p/d06f68f0ca04540d909786ee2a2e79d6.jpg,,,Hồ Chí Minh,PHONG VU Official Store,HP,23790000,24790000,,True,https://www.lazada.vn//www.lazada.vn/products/nhap-itl3m0-giam-12-laptop-hp-pavilion-x360-14-ek2017tu-9z2v5pa-core-5-120u-ram-16gb-onboard-512gb-ssd-bao-hanh-12-thang-i2877448011.html
2098626409,Laptop Dell inspiron 3168 8GB SSD màn cảm ứng chip lõi tứ window 10 mỏng nhẹ cực đẹp,https://vn-live-01.slatic.net/p/2f8afd9c9ab53236cd4eca2097c5e032.jpg,5.0,2,Hà Nội,BKcomputer99,Dell,2970000,,8 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-dell-inspiron-3168-8gb-ssd-man-cam-ung-chip-loi-tu-window-10-mong-nhe-cuc-dep-i2098626409.html
2997523701,Máy tính xách tay/ Laptop Asus Vivobook 15 X1504ZA-NJ517W (i5-1235U) (Bạc) - Bảo hành 24 tháng,https://vn-live-01.slatic.net/p/df7f53ba5b064bdac18714c440b7813b.jpg,,,Hồ Chí Minh,PHONG VU Official Store,ASUS,13990000,16490000,,True,https://www.lazada.vn//www.lazada.vn/products/may-tinh-xach-tay-laptop-asus-vivobook-15-x1504za-nj517w-i5-1235u-bac-bao-hanh-24-thang-i2997523701.html
2044382469,Laptop HP x2 210 G2 laptop lai máy tính bảng cảm ứng window 10 siêu mỏng nhẹ,https://vn-live-01.slatic.net/p/e799f2014f10f7a3c39ac6516fc4d65e.png,5.0,1,Hà Nội,BKcomputer99,HP,2670000,3270000,5 Đã bán,True,https://www.lazada.vn//www.lazada.vn/products/laptop-hp-x2-210-g2-laptop-lai-may-tinh-bang-cam-ung-window-10-sieu-mong-nhe-i2044382469.html
1408027704,laptop asus zenbook UX431FA,https://vn-live-01.slatic.net/p/4c0ac37f422467f7d4edd02b7936ef01.jpg,,,Hưng Yên,máy tính trung nguyễn,ASUS,10999000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-asus-zenbook-ux431fa-i1408027704.html
2885731429,Laptop Intel Celeorn N4000,https://vn-live-01.slatic.net/p/be055cc4f3f903659fb46c12065549c0.jpg,,,Khánh Hòa,ĐỨC SAN PC,No Brand,4800000,,,True,https://www.lazada.vn//www.lazada.vn/products/laptop-intel-celeorn-n4000-i2885731429.html
2594051899,[Nhập ITL3M0 giảm 12% tối đa 3TR] Laptop Asus Zenbook 14 OLED UX3405MA-PP151W (Ultra 5-125H) (Xanh) - Bảo hành 24 tháng,https://vn-live-01.slatic.net/p/5063ce04ecd268ac663b3e55b0675670.jpg,,,Hồ Chí Minh,PHONG VU Official Store,ASUS,25990000,28990000,,True,https://www.lazada.vn//www.lazada.vn/products/nhap-itl3m0-giam-12-toi-da-3tr-laptop-asus-zenbook-14-oled-ux3405ma-pp151w-ultra-5-125h-xanh-bao-hanh-24-thang-i2594051899.html
