title,price,discount_percent,sold,brand,link
Ốp lưng kéo nắp kiểu mới dành cho iPhone 7 / 8 / SE 2020 / SE 2022 / 7 Plus / 8 Plus / X / XS / XR / XS Max - Hàng chính hãng,99.000₫,-34%,133,PHOTODESIGN VN,https://tiki.vn//tka.tiki.vn/pixel/pixel?data=s2bs2JVVbQRkhCTtRulLZlHQeoy9piCeugYxAlBKAu0ItK8YmQJbxZeIyZLDinvBKTEU9rcg6laUpo2u7POQAgkEHfCHRO_k40WolnxYU6QzThVp_cE02N9cTlsHoFSFzfWGUxI92O6chdPLQJlg58BY6Xdadqro9eS2zslmV9ci7O_Q5mDDmI6rtTAoNiHs5Z5ONXnOsmKQHLPDXqCPeobFkpmK5JTrdSHRe4cgeACRSpjcIWCKQqQNgOTSYICtMWL_DHv3NBx9Fc7cWeIpxCd0__oPHEhvCwEEyUVu2M3jNE3nXmT16GSzl7KhH483ZgcpOGpgR03AlB2A8xr-LlNv8yAqWjt0seolRTPWAx1bbd9_7oWRVBw7Ldh9O_u51CBGPEV-A1EeRxBdOtMDPZWD8CGeRtjBwXJKbuLlh0KdkCcC1yCyupD6CL657_LFd7Qj6wXMfknJBXk7sJ_0vXMECPS58eR_DpsClWE4LQMe1h8c6ATVE-0JBoZWNupZV5LWggyFTb8eDDXuxFBZr_QhozHO9yoq-VWnTtAqVgNxZqMAe6q3e-p9-aF3Pd8xxU7fywmbbcbG0Z9zWBID_i5dPdjQ9KlfFqWNPZlYLFnw-NNBA-YubTLA__sLlzb3WaBjyUZz-29fb-h2WgyYYV3KO58PyM9JoKJe6_-a4FR5fE0XtEmakOZms8WK0hPgmYugJWq_Ijg8DbWV1EBnejC8UPPmVeSmvveN2qRSa5lZhVcKGVz_m4j-TvuYCFyTV1qZj4wRwLeD_3XNnT8LQOkjf9dlLXca721zHZe0mX4H6X53pSzx0PIRsmEF5WUXeg8cuWbuWsOWquJ_UpErONusVpfFQiKmq_SltDdfwhhZbzCDZ_28hWK0gbzzzcej3SRsrX0JNSy44HXfK15Q8G1OhZw1sJulTXwuGl7prhr6TKXqarEf-89WclXRXmZnuXaD-k3NH0uUO9HGid9pcTGcOT1SV39nlM6uSNfxfZPztDH1t4CrAxg5mPYjsLeWAGMpRVJ39rmilBrC38UFNE5Y6O32-iqsm8TlveyhUe_6GzXmhhcBa02vSqQAdgHttbwp7xeF2LMH-dms2n7LUIMBbC1SWlVzqXOriNDJBH2ee4ilmdJBdXOW1fN_WhR0C87Gogk5MKgQ7i3DICH69VoxmQFEKTVr-vwH1FItyHDPjLBMnwCREmH32baOOsAaupL7o0Bf9hghV_17l0dSMbmX8Fg8lEow4-wuBvOCzSg&reqid=kmfKpF4WTh8CiwCu&type=CLICK&pos=49
Ốp lưng kéo nắp hỗ trợ sạc từ tính dành cho iPhone 12 / 13 / 14 / 15 / 12 Pro / 12 Pro Max / 13 Mini / 13 Pro / 13 Pro Max / 14 Plus / 14 Pro / 14 Pro Max / 15 Plus / 15 Pro / 15 Pro Max - Hàng chính hãng,229.440₫,-8%,263,PHOTODESIGN VN,https://tiki.vn//tka.tiki.vn/pixel/pixel?data=zHTbKkk-Vj_Efn2NdwUHb3zjKsNzbrWTphDdT1sk_-yaD_Z9S5JCCAaqN7m-iHwnqKXcU39X5S_PLDHwBsRq0j8UKSEHDPSBecJhKimCSq_g37p0hAxW8ukDRaTXQHO3B2Cx8SY51WTCYYeT28AYAeMncvlZk2ODC3-JgVcnqBkS808Jdf75mAVVdxgGNDGAjh3vu1V1c_KR5yClla-Rtn8uc9ShfO6Ut5ysSjbcG9wZERv2P9jfrYZ3nd7exDhmsll0o551-jLTGRvWLONLMUQo88cZACuIG04vw0ljnenS-gwKjtVxGLALV7-K4FTCIxAnXBMgz_gIjM_OKwJsOawYeegLnF4WfAzM3-9qy8VewKmMwE5ORrhfJ5gRROaffb1pL9zk9JrnHJ_Do5hoHXImV1zSJS6d9hsc-pnUN6KQouEq5yL-nKQgT_Yn7v7InxBCaNE9JbDTV8eo-bRy2eC06ZTQS4sZiCiTDVvpd2245CCwPKMJx1gYEon6TzhtusThm9T8AsTGN8-FPP4OC5veRjcjYutyPtCI9b9EtKvtOnvPvRemv6yFYUmpZSG5oJr-3VP2mB17JyaQC9QVrTa5JKV4rQVCXfy0wl1uXP6Gm-Bl3montikmzKeyqAlndlczGgkuUGeezCD0iVo_85yS_VL-eSJp970XSmV4qQ7YqxqJ41bEQMh5UmbynT3vR1Y2VIOEWTnhw_gxyMarTnEUyQtmu6CHBXKMaSYe4sgRtAXWbI-BkZOAb7jnQdKOvkW5GaAqLivg8hzzVX8mTY3cBpfVwJhbyrWvuDqA4rldfzOwcgqeeR22xJQ_vXJXU6jgKiCVgPLEmWkYXAeG2pc9dMKPx2p9crKJBR8UufRiMtCjdrcemp5BPvRjJ8fEXY2m9KYXkIMC5fDfrMpJWoRNFh_6S6DADTg12IDBzbLhHBAN5xpDcfnSp4PH6pb_tSMVlbQgRh74iTCToi8UgWeJ0zsib0rNMkNZu-kk8rT5sbFX8mE9jllJe2Tut8iRNeMA_CCSdKUfZXHFcpNT35VL4ptLPpuN7Cb6a8nvN-e0icCfU_K5mDqOr8IQhgGMK4RXS7wmXx92PpQjXG4wISCay83GebWBOgY6aDm69t6rqDwEgnNzG4XySUPea6eslhmuikYjLoBOXQ3DwbahT5spC3Xazpdm92xKE4ANu3Yd1h9J-cY7vHCYbZWsYTMhPS4LWXkyEILPuLdChdFo6Co6XhuXW-vQWtoLL6WL_ihPiWnRovRYlY9hvF62ZQ&reqid=kmfKpF4WTh8CiwCu&type=CLICK&pos=50
Ôp lưng chống sốc họa tiết tam giác dành cho iPhone 14 / 14 Plus / 14 Pro / 14 Pro Max - Hàng chính hãng,446.976₫,-11%,20,PHOTODESIGN VN,https://tiki.vn//tka.tiki.vn/pixel/pixel?data=3ZYhmR07U57ugfWtMZYK-Hqun1wBKrSMfb09LqKQB3OEEZmxx4eWogcpdMan3ytaPw6PdXtNfhHkzOI4TOyL-6TAF-vbeoGEgBP3Lk7Mz46yiTSKBNnierW9MUsaxZ_cgh2y95paSSJm4JwNnrMZf3NppO9L97FqVK5-OB4qMfyLUypf8ar7PbrzJ3vDXp5hpMGFyj3N3twdCYemq0qjZpHqeWZg-G7PsfWFt_bZB4vM8PeFzw7XBZ4yEN3LyiLgrmbUuE-8Pw7P5hBRdm35NZ4SmL7U_OPOi6i7z11tAIuFh7ZPJfij0Jvk-pPILv3SeRvKIspzbsxoj-LtK4jN4oETwQiWeZeReLaSfEXn0EmoyHB0pMlvKUlbW6WiYSO9aT2rKezWSp8Y3-nLmhHgWsG9JMRenLBHYWFL-96RWENnED0kHi8XC0IWoKTYw9RufCY56Vj8MOYuAqtd_wEB80f4fQQ7QpaBlOF-iTbcM129f7pb_9LmRIO5V4H4SmKeGJf8eDomGEX6G1sNXQ_G-R3Si0s0_nm7G8atIX8UG95XGYdYoV3hAdBiFUk1qsTnXod-bDRaRQLlQ8SMP_4V3DCc6yJXYwOBFMKxKa7w62BMz0dMie5ectOCOrx5BkH6ei5MftMjm09CnLXC60kQvyD50C3GlULrYqDZ7wMSNKmZ5qRQ596kgmwcYlt2Y5obhFuCxxTlQ7uiJCNpSDNqBmxck7aq8uV03iFmX2ecKzbZBwRKlSqTJNSN0daAYFdSZHt9e-pzCEUa_omLmYd_FRdBsAeUk2qu7QpBhEWTtwEYAn-4fYQXoVWxodC-OAtiIPIWjEjcuEtvsSVcM7cwKCuvBG9LfUvTrdi8sqvIRmRLU2wpU_qLrbyNCenLWLwRxmoiGZHc-go1avomcqnu0FhztCRSDbNZzUWFiyBFAnQ1COdrwKXDf-SE2tTHZOutYYRjUC_fHBhWUn7rn-iZK7TUnhqftHWCFpQNHmyqKv1kQM1Bs_9YYk9VFfTtwge6xihDbZfVY62ATYHvcBU2BzfS7cY5jR1GtGE--gLgxdcHC7yDFEiIO2iIoWZwNJdcqCC3T_rNQMDorzyuTvaJX54yVww3YmnyN2Z5hxIo1Q7FZQb2VTmL_3hp6F2Y2bCgVwe0Sl5nquU49QlDuCazOw-uEd_NMQ&reqid=kmfKpF4WTh8CiwCu&type=CLICK&pos=51
"Ốp Lưng Chống Sốc, Chống Bám Vân Tay, Hỗ Trợ Sạc Từ Tính, Mặt Lưng Nhám Mờ Cao Cấp FIRO - Dành Cho IPhone 11 Pro Max / 12 Pro / 12 Pro Max / 13 Pro / 13 Pro Max / 14 Pro / 14 Pro Max / 15 Pro / 15 Pro Max - Hàng Chính Hãng",165.000₫,-48%,188,FIRO,https://tiki.vn//tka.tiki.vn/pixel/pixel?data=QrjLOW2UVP89wiOcaCX7FD220SWIzytX-DaGkt9XoV7Bp2DS5Q9Lz5LOIjj0Ez2B9GDqrfEQOjk36xk29XV3PkLN5YSIiv4rlg_zf6oGHAJnKtaVXdL7EUTKw6As-osccsGb_mStjU1ynP50apeqFwXCHcFmkMYKvtdtCp-ZsGgt34ina786UhbfVTuJIoiSTaXOR-VhduUoEcd7md4XA1nCAhPoqbWVmFAc81ek_vckG8DoqYDsVFQcxdgElt4SF8fGJp5L1KHJ1A_iaNoHZ_TJkuho47EAh-KfFLERfgLApK5EG40DrxZuXEJZahtJkHaf2XHLL9L8iCwTaSnvBGHymi9kjvrZAmHZDIuxvd3sb-RXRMwkWPSZWsbf9fnsf_ywP0D2upQhbp5MBDpHsPI2Q0kMTipd2Au24IAZH8YW0TNnt2eaecHjti_vURWooe4TGVF7W5ZlocpuhrLbRnicJJxjzXxkE1yoKbF_tZXBINFczAu2IW46A_JwqKpuFwx48NhnEkKczPdrKiXPTKfz8NGYfs48PgWr64jiwZRHSU387weeS4MvQmNmENNdhp4n_va9D-txUxohWFxVmp827j6jUoIajAzCnavZOsvlHH94pwfmDl4lamHzoh79nY6_ml3Qa_ysiVbycX40ku3To8k3A9VUmoRmh8UZM8or77ukVZYv8JGPBM2l-jjPb7thfwBcresSnIMfrPTxoa1v8tBtJWGYrVPN9ukgOTesNE6STkQAP3LeIJXzpo7Bz-fTgtE_0wsMWwpzUgUUx2WD_oTxgw_UUrt5BvzrhO2Wd1wyQIUhBk1fK42hioHdXIkzn-Mn4nxl-qHEcsBLLZwzjwj8WrvIz6b3Z6MKSD1QGQd_r8CbEoZWtRHfsj0Mf5Ycz0yrNp-KswjRSyU3OLjGy8FZkE6oDlxt1ylLpqCGUE1eypGXaDjwDEjOvlz2FmWkbtwISX5KqvJpS3D2qYC0ohPTV7BiTK3XQ_zBveAAa9IgnxnhNVvCgMbQUyS6cJNni-xqFFSotudhWb8DE4UVxEyCkvcnfZ9IjQT4nhFEO6THKzqwgWKdrNLEKLL3Vs1JyU3Fy-gQLI5g2AC4TocAeSeUsd4NkIQoCA6KN5Ou6xYwz6KwLLFjkgZkTeDeCNmwwMFtLhp99q2aRpkyhTqaxomWgEK7klE9vnFBURBQFm97RPEwh6ONMl0p8iwzAqS4Oc1MBTdvqqKpOaVKhoo-7CVazX6PrKk0Ch7hb2dngW6YdmQBKvJF_JS4VsTDyLQFXKFV38-jsSj26ybe3iSbbIfjetym5fLPPA&reqid=kmfKpF4WTh8CiwCu&type=CLICK&pos=52
"Điện Thoại Samsung A05s 4GB/128GB , Snapdragon 680 , Sạc nhanh 25W - Hàng Chính Hãng",3.625.000₫,Không có giảm giá,1,SAMSUNG,https://tiki.vn/dien-thoai-samsung-a05s-4gb-128gb-snapdragon-680-sac-nhanh-25w-hang-chinh-hang-p273438724.html?spid=273550756
Điện Thoại Samsung Galaxy A05 - Hàng Chính Hãng,2.875.000₫,Không có giảm giá,Không có thông tin bán,SAMSUNG,https://tiki.vn/dien-thoai-samsung-galaxy-a05-hang-chinh-hang-p273610105.html?spid=273610113
Điện thoại vivo Y18 4GB/128GB - Hàng Chính Hãng,3.990.000₫,Không có giảm giá,Không có thông tin bán,VIVO,https://tiki.vn/dien-thoai-vivo-y18-4gb-128gb-hang-chinh-hang-p275775887.html?spid=275775888
Điện thoại Oppo A38 - Hàng chính hãng,4.199.000₫,-16%,Không có thông tin bán,OPPO,https://tiki.vn/dien-thoai-oppo-a38-hang-chinh-hang-p274392442.html?spid=274392450
Điện Thoại Oppo A18 4GB/64GB - Hàng Chính Hãng,2.819.000₫,-24%,5,OPPO,https://tiki.vn/dien-thoai-oppo-a18-4gb-64gb-hang-chinh-hang-p273668660.html?spid=273668662
Điện Thoại Oppo A18 (4GB/128GB) - Hàng Chính Hãng,3.050.000₫,-24%,11377,OPPO,https://tiki.vn/dien-thoai-oppo-a18-4gb-128gb-hang-chinh-hang-p273252926.html?spid=273253124
Điện thoại Samsung Galaxy M15 5G - Hàng chính hãng,4.660.000₫,-1%,2,SAMSUNG,https://tiki.vn/dien-thoai-samsung-galaxy-m15-5g-hang-chinh-hang-p275362333.html?spid=275362342
Điện thoại Oppo A58 (6GB/128GB) - Hàng chính hãng,3.909.000₫,-22%,Không có thông tin bán,OPPO,https://tiki.vn/dien-thoai-oppo-a58-6gb-128gb-hang-chinh-hang-p271235147.html?spid=271235149
